,Sentence,Aspect Terms,Sentiment
206,@carrieanninaba Looked like you had fun WITH Reg & Kelly . Ya looked great as always .,Kelly,POSITIVE
207,@breakingbenj LOVE U MUSIC !!! SAY HI TO ME CARO FROM COLOMBIA ;) & lt ; 3 EVIL ANGEL & lt ; 3,@breakingbenj,POSITIVE
208,@breakingbenj LOVE U MUSIC !!! SAY HI TO ME CARO FROM COLOMBIA ;) & lt ; 3 EVIL ANGEL & lt ; 3,CARO,POSITIVE
209,@Silvia_Pradilla : O What ??? Tell me everything !,@Silvia_Pradilla,NEUTRAL
210,"Nanny tried out for Real Housewives of NY , but @BravoAndy reminded her she is not , in fact , a wife , nor does she actually have a house .",Real Housewives of,NEUTRAL
211,I've just unlocked the Two Pair are Better than One ( 5 points ) achievement in #THKLive for # BlackBerry !,BlackBerry,NEUTRAL
212,"Apple iPad Shipments Suddenly Rise : Next Tablet in Stores by Weekend ? [ REPORT ]: However , Apple Stores and other ... http://t.co/IJNu8cNQ",Apple,NEUTRAL
213,"Apple iPad Shipments Suddenly Rise : Next Tablet in Stores by Weekend ? [ REPORT ]: However , Apple Stores and other ... http://t.co/IJNu8cNQ",Apple,NEUTRAL
214,Internet and Websites : Novel Free Backlink Software Assist Websites Get ... http://t.co/Sc9BNjRZ,Novel,NEUTRAL
215,IHRDC founder Payam Akhavan -- Canada : Haven of Choice for Iran's Elite http://t.co/al3v08s4 #Iran,IHRDC,NEUTRAL
216,IHRDC founder Payam Akhavan -- Canada : Haven of Choice for Iran's Elite http://t.co/al3v08s4 #Iran,Payam Akhavan,NEUTRAL
217,@FeedingBroward LifeNet4Families Feeding the Homeless Families in Broward County http://ow.ly/6pbji #FollowBack,LifeNet4Families,NEUTRAL
218,"""India is the most important neighbour"" says Gilani.Is it ??",Gilani.Is,NEUTRAL
219,@drsaleh84 read this on Siri hacking http://t.co/nv23umWE,Siri,NEUTRAL
220,"Mad About prize s: DBS Dine & Win w/ very spin : Olympus Digital Cameras , S $ 88 cash prizes , holiday for 2 to Hong Kong http://ow.ly/102Xy",Olympus,NEUTRAL
221,"Anti-riot guard , security forces & plain cloths had large presence in AN's Mashhad speech . #iranelection",AN's Mashhad,NEUTRAL
222,Just saw this on Amazon : 'Canon EOS Rebel T1i 15.1 MP CMOS Digital SLR Camera with 3-Inch LCD ... ' by Canon for $ 749.99 http://amzn.to/9I2aEY,Amazon,NEUTRAL
223,Just saw this on Amazon : 'Canon EOS Rebel T1i 15.1 MP CMOS Digital SLR Camera with 3-Inch LCD ... ' by Canon for $ 749.99 http://amzn.to/9I2aEY,'Canon,NEUTRAL
224,Just saw this on Amazon : 'Canon EOS Rebel T1i 15.1 MP CMOS Digital SLR Camera with 3-Inch LCD ... ' by Canon for $ 749.99 http://amzn.to/9I2aEY,Canon,POSITIVE
225,New s: Animation â Building a Formula 1 Car | Internet 9 Blog's http://bit.ly/dblp5M,Internet 9 Blog's,NEUTRAL
226,The Kite Runner : A Source of Provocation and Mischievousness Article writen by : Haron Khpal =,Haron Khpal,NEUTRAL
227,I would love shots like these . Hint Hint . by Julian Beattie http://t.co/16g9wcOB,Julian Beattie,NEUTRAL
228,"One Bejeweled game is sold 'every four seconds' | iPhone 4 ... : Facebook Blitz . PopCap's Facebook version , Bejewel ... http://bit.ly/c90e9d",Facebook,NEUTRAL
229,"One Bejeweled game is sold 'every four seconds' | iPhone 4 ... : Facebook Blitz . PopCap's Facebook version , Bejewel ... http://bit.ly/c90e9d",Facebook,NEUTRAL
230,proposed #Amazon law in Indiana for collection of sales # tax ; may rebut presumption of substantial # nexus . http://t.co/UHVcAjCvâ,nexus,NEUTRAL
231,Singapore Airshow opens tomorrow . http://t.co/IXSFykZD Attend UKTI's networking session from 3 - 5pm !,UKTI's,NEUTRAL
232,"Budget 2012 : GlaxoSmithKline to invest Â£500m in UK and create 1 , 000 jobs after .. http://t.co/lnwVuOYb ( via @BusinessNewz )",GlaxoSmithKline,NEUTRAL
233,"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Orange,NEUTRAL
234,"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Visa,NEUTRAL
235,"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Orange Money,NEUTRAL
236,"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Visa,NEUTRAL
237,"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Visa,NEUTRAL
238,@AJEnglish that`s nice to hear i hope the next strike kill gaddafi this syhco,gaddafi,NEGATIVE
239,My web site is finish have a look www.unitedkidspower.org and bring me your support . I need your help and your ideas . Melissa,Melissa,POSITIVE
240,Lifting Burden s: The Atonement of Jesus Christ http://ff.im/-aipE1,Jesus Christ,NEUTRAL
241,#FF @assadjo for his passion to give .,@assadjo,NEUTRAL
242,Amitabh got this much fame through his height r through his hair ?,Amitabh,NEGATIVE
243,@VetriMaaran Whether your next movie is with simbhu ?,@VetriMaaran,NEUTRAL
244,@VetriMaaran Whether your next movie is with simbhu ?,simbhu,NEUTRAL
245,"""The only place success comes before work is in the dictionary."" - Vince Lombardi . Plz RT #quote",Vince Lombardi,NEUTRAL
246,@camanpour Syrian army fires on its people unarmed and sleeping . Its OWN people . UNARMED . SLEEPING . Please spread the word ! RT #Syria,Syrian army,NEGATIVE
247,Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,Bill Walsh,NEUTRAL
248,Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,LuAn Mitchell,NEUTRAL
249,Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,Terri Tibbs,NEUTRAL
250,"@andersoncooper Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN 47th St and 1st Ave in NYC at 4 PM Ã¢ÂÂ",@andersoncooper,NEUTRAL
251,"@andersoncooper Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN 47th St and 1st Ave in NYC at 4 PM Ã¢ÂÂ",UN,NEUTRAL
252,"Now this is what a media relations page should look like . Good job , Zcorp . http://t.co/i1nVgSMT",Zcorp,POSITIVE
253,"I posted 3 photos on Facebook in the album ""December 12 , 2011"" http://t.co/9tRdybq1",Facebook,NEUTRAL
254,Spider Attack - National Geographic Photo Contest 2011 - National Geographic http://t.co/8mxxEtEh via @NatGeo,National Geographic,NEUTRAL
255,Spider Attack - National Geographic Photo Contest 2011 - National Geographic http://t.co/8mxxEtEh via @NatGeo,National Geographic,NEUTRAL
256,Rory McIlroy opens up about Masters meltdown http://t.co/N2tQkm2d,Rory McIlroy,NEUTRAL
257,Rory McIlroy opens up about Masters meltdown http://t.co/N2tQkm2d,Masters,NEUTRAL
258,@laureenuy with the Adrina II flats . Lovely right ? http://t.co/dQCm851F,Adrina II,POSITIVE
259,ppl be aware . I found out yesterday to my surprise that behind united4iran r mollas rejects . Not our friends # iranelection,behind united4iran,NEGATIVE
260,Get twitter followers by listing yourself on http://viralfollowers.net,twitter,NEUTRAL
261,"DON'T SUPPORT OCEANARIUM IN RWS . DOLPHINS DONT BELONG IN A CIRCUS , THEY SHOULD BE RETURN TO THEIR NATURAL HABITAT ..",OCEANARIUM,NEGATIVE
262,@laaficionnw Brand New Man Utd Babywear now available : http://t.co/urYZjwV5,Brand New Man Utd,NEUTRAL
263,"Julia â¥ 's Misha ""Do not be afraid of difficulties , go forward to your dream and it will come true ! "" # Video : http://t.co/dLvBv5Me",Julia,NEUTRAL
264,"Julia â¥ 's Misha ""Do not be afraid of difficulties , go forward to your dream and it will come true ! "" # Video : http://t.co/dLvBv5Me",Misha,POSITIVE
265,Groups of friends key to changing health behaviors | Reuters http://t.co/CR5OT5O7 via @reuters,Reuters,NEUTRAL
266,Eva sound extra glad to have a paying gig . She stressing every consonant and vowel in the sentence . #HairBattleSpectacular,Eva,POSITIVE
267,"... I go to Rajaie-Shahr and wait for hours until I'm told ""He doesn't want to see you"" . #iranelection",Rajaie-Shahr,NEGATIVE
268,@gpradeesh @thirumarant @Rajarath @RajanLeaks any recommendation for Andriod application ? suggestion for tamil twitter software .,Andriod,NEUTRAL
269,@gpradeesh @thirumarant @Rajarath @RajanLeaks any recommendation for Andriod application ? suggestion for tamil twitter software .,twitter,NEUTRAL
270,"David Lee Roth to Reunite With Van Halen ! : The band announces a brand-new tour with its original frontman , with ... http://t.co/tXXNel7G",David Lee Roth,POSITIVE
271,"Marble Homes Hua Hin Thailand , 100 % finance , no deposit www.search-realestate-thailand.com new property best buy !",Marble Homes,NEUTRAL
272,"Englewood Beach and Yacht Club - $ 1 , 899 http://t.co/s9cIe1Qr",Englewood Beach and Yacht Club,NEUTRAL
273,I posted a new photo to Facebook http://t.co/NbOPYNwy,Facebook,NEUTRAL
274,@andersoncooper please help Syria !!! We need you !!,@andersoncooper,POSITIVE
275,Hello Lakers Nation ! Question : Which East Coast team do you think would be the biggest threat to the Los Angeles ... http://fb.me/C9PyY1m1,Lakers,NEUTRAL
276,@HBSAlumni YESMENA http://t.co/sB2R7eYL - a social enterprise initiative for MSMEs in the MENA region,YESMENA,NEUTRAL
277,@HBSAlumni YESMENA http://t.co/sB2R7eYL - a social enterprise initiative for MSMEs in the MENA region,MSMEs,NEUTRAL
278,Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Pep Guardiola,NEUTRAL
279,Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Lionel Messi,NEUTRAL
280,Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Zaragoza,NEUTRAL
281,"Don't let Sakineh Ashtiani be put to death , sign the petition to save her here : http://freesakineh.org/",Sakineh Ashtiani,POSITIVE
282,Pregnancy discrimination latest tren d: THE Manitoba Human Rights Commission says complaints based on p ... http://t.co/UOOYLc3l pregnancy,Manitoba Human Rights Commission,NEUTRAL
283,@Najib_Mikati : Bixi in Montreal is the reference in the matter . They do consultancies in tens of cities in order to implement this concept .,Bixi,NEUTRAL
284,Check out this facebook page ! http://t.co/oXYBisVg via @AddThis,facebook,NEUTRAL
285,"Uhm , Paul Allen is not Microsoft , nor is this company owned fully or partially by Microsoft . http://bit.ly/caLQst",Paul Allen,NEUTRAL
286,"Uhm , Paul Allen is not Microsoft , nor is this company owned fully or partially by Microsoft . http://bit.ly/caLQst",Microsoft,NEUTRAL
287,The @ZAGGdaily iPad-a-day Giveaway is back ! Each day is a new chance to win an iPad 2 - http://t.co/KcZy33vD,@ZAGGdaily,NEUTRAL
288,"@ShellyLynott If you could review it on Amazon , then I could owe you one .",Amazon,NEUTRAL
289,@syrianforchange RT Rally For #Syria NOW by the UN 1st and 47th !!! Come support and bring your friends !!! RT,UN,NEUTRAL
290,"#SME2011ME sold GoNabit for shareholders , investors and staff as they were looking for growth capital",GoNabit,NEUTRAL
291,@Sheeborshee Baha Men - Who Let The Dogs Out,Baha Men,NEUTRAL
292,In 2008 I interviewed Newt Gingrich http://t.co/dvTKsWuB,Newt Gingrich http://t.co/dvTKsWuB,NEUTRAL
293,"@jeffrae I'm a Lawyer at the Legal Aid Society . I practice in the Bronx , but I'll seek permission to represent you in NY County if you need",Legal Aid Society,NEUTRAL
294,â Money is like an arm or a leg - use it or lose it â Henry Ford,Henry Ford,POSITIVE
295,Check out my personal newspaper on The Tweeted Times http://t.co/uhQ61nh,The Tweeted Times,NEUTRAL
296,Yelp shares surge 63 percent in stock market debut : By BARBARA ORTUTAY AP Technology Writer Yelp's stock opened ... http://t.co/ktxUltff,BARBARA ORTUTAY,NEUTRAL
297,"What the .. ? !! I pulled up iTunes and instead of music & playlists , looks like a new program ? Reloading 140 gigs of media ... stupid Apple",iTunes,NEGATIVE
298,"What the .. ? !! I pulled up iTunes and instead of music & playlists , looks like a new program ? Reloading 140 gigs of media ... stupid Apple",Apple,NEGATIVE
299,Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,Threadless,NEUTRAL
300,Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,The Gap,NEUTRAL
301,Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,Chicagoist,NEUTRAL
302,"I liked a @YouTube video http://t.co/CCn9fUC ""L'instant"" avec Astrid BergÃ¨s Frisbey",@YouTube,POSITIVE
303,"I liked a @YouTube video http://t.co/CCn9fUC ""L'instant"" avec Astrid BergÃ¨s Frisbey",Astrid BergÃ¨s Frisbey,POSITIVE
304,"#Ranji Trophy Semifinal 2 , Day 2 - Haryana 15/2 & 97 vs . Rajasthan 192 & 89 . Haryana need 170 runs to win",Haryana,NEUTRAL
305,"#Ranji Trophy Semifinal 2 , Day 2 - Haryana 15/2 & 97 vs . Rajasthan 192 & 89 . Haryana need 170 runs to win",Rajasthan,NEUTRAL
306,@andersoncooper Syrian army fires on its people unarmed and sleeping . Its OWN people . UNARMED . SLEEPING . Please spread the word ! RT #Syria,Syrian army,NEGATIVE
307,"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Mosab,NEUTRAL
308,"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",ZoZ,NEUTRAL
309,"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Zoz Jalal,NEUTRAL
310,"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Amrico,NEUTRAL
311,new england tunershops Page 2 Subaru Impreza WRX STI Forums IWSTIcom : XX Tuning is old and now lame if they are ... http://t.co/PzYONZxf,new england,NEUTRAL
312,new england tunershops Page 2 Subaru Impreza WRX STI Forums IWSTIcom : XX Tuning is old and now lame if they are ... http://t.co/PzYONZxf,Subaru,NEUTRAL
313,new england tunershops Page 2 Subaru Impreza WRX STI Forums IWSTIcom : XX Tuning is old and now lame if they are ... http://t.co/PzYONZxf,IWSTIcom,NEUTRAL
314,MetLife Dental Insurance Review : Participants of MetLife Dental Insurance plans receive benefits through a netwo ... http://t.co/eyUHuNj,MetLife,NEUTRAL
315,Apple wins iPad dispute in China http://t.co/lm56Hn8j,Apple,NEUTRAL
316,"#RT Adam Nathu : founder of Â£125 , 000 members club Barradoro http://t.co/byPBaB6 via @barradoro",Adam Nathu,NEUTRAL
317,"#RT Adam Nathu : founder of Â£125 , 000 members club Barradoro http://t.co/byPBaB6 via @barradoro",Barradoro,NEUTRAL
318,"Compaq S1922 18.5"" Widescreen LCD Monitor - $ 99.99 - With the HP S1922 19"" Class Widescreen LCD Monitor you can enjo ... http://ow.ly/19sTJG",Compaq,POSITIVE
319,"Compaq S1922 18.5"" Widescreen LCD Monitor - $ 99.99 - With the HP S1922 19"" Class Widescreen LCD Monitor you can enjo ... http://ow.ly/19sTJG",HP,POSITIVE
320,All this time I thought I was too old to understand this new trend RT @GhadahR : What's with this new trend ? ! #Gaga #Rihanna,#Gaga #Rihanna,NEUTRAL
321,"Gigabyte's T1006 at the FCC , flaunts some convertible Cedar Trail style http://t.co/HreqtKWb",FCC,NEUTRAL
322,"I favorited a @YouTube video http://t.co/vMzDDVfw Dr Fredrick K.C . Price - Race , Religion & Racism ( 1-11-98 )",Dr Fredrick K.C . Price,POSITIVE
323,Nw we kw that millions have 2 sleep over @ Tahrir 4 the attorney general 2 realize the gov't is mostly made up of gangs .. simple â¹,attorney general,NEGATIVE
324,Nw we kw that millions have 2 sleep over @ Tahrir 4 the attorney general 2 realize the gov't is mostly made up of gangs .. simple â¹,gov't,NEGATIVE
325,"There is music wherever there is harmony , order , or proportion - Thomas Browne",Thomas Browne,NEUTRAL
326,""" @ TheSingleWoman : Feel the pain when u have a loss . Feel the joy when u triumph . Then let go & continue to grow . Melody Beattie # TheSW"" #fb",Melody Beattie,POSITIVE
327,I just joined LinkedIn and created my professional profile . Join my network . http://t.co/biZqgjAb #in,LinkedIn,NEUTRAL
328,We will release the grand prize winner later this week ! Stay tune !!!,grand prize winner,NEUTRAL
329,HELP to save historical name of PERSIAN GULF | causes.com http://t.co/NIQlEzr via @causes,causes.com,NEUTRAL
330,"Using Duo for iPhone - the fastest , easiest way to update Twitter and Facebook . And it's FREE !",Twitter,POSITIVE
331,"Using Duo for iPhone - the fastest , easiest way to update Twitter and Facebook . And it's FREE !",Facebook,NEUTRAL
332,Vintage Angel connected to a mauve color by UnicoleImpressions http://t.co/FWB7ytUW via @Etsy new items added every day check it out,UnicoleImpressions,NEUTRAL
333,@MacRumors A typo in the tweet about Opera .,Opera,NEUTRAL
334,â @ REITriState : Only 1 more week until REI Soho's Grand Opening ! â @cmxco,REI,POSITIVE
335,"SafariAfrika 2Africa , committed to making safaris to East Afrika affordable to international clients , as well as ... : http://t.co/7tFdzYst",SafariAfrika 2Africa,POSITIVE
336,Lawsuit alleges 'sexually hostile' workplace - Charlotte Observer http://t.co/gZCMuUj5,Charlotte Observer,NEUTRAL
337,@barsheba Get a free $ 250 Whole Foods gift card ! Enter your zipcode to check availability http://bit.ly/dwUQsS & lt ; -- visit pls,Whole Foods,NEUTRAL
338,Garden club news - Bucyrus Telegraph Forum http://t.co/QSRgThCh,Garden club,NEUTRAL
339,Garden club news - Bucyrus Telegraph Forum http://t.co/QSRgThCh,Bucyrus Telegraph,NEUTRAL
